Func Code,Function Description,Employment Status,Job Category,Line No,Salary Band,Hispanic/Latino Male,Hispanci/Latino Female,"Non Hispanic/Latino - Male, White","NonHispanic/Latino - Male, Black","NonHispanic/Latino - Male, Asian","NonHispanic/Latino - Male, NHOPI","NonHispanic/Latino - Male, Amer Ind","NonHispanic/Latino - Male, 2+ Races","Non Hispanic/Latino - Female, White","NonHispanic/Latino - Female, Black","NonHispanic/Latino - Female, Asian","NonHispanic/Latino - Female, NHOPI","NonHispanic/Latino - Female, Amer Ind","NonHispanic/Latino - Female, 2+ Races",Total,FY
15,OTHER,2. OTHER THAN FULL-TIME EMPLOYEES,TECHNICIANS,68,,,2,3,1,1,,,,1,,1,,,,9,2021
15,OTHER,2. OTHER THAN FULL-TIME EMPLOYEES,PARA-PROF,70,,35,58,65,35,15,,,1,60,47,22,1,,10,349,2021
15,OTHER,2. OTHER THAN FULL-TIME EMPLOYEES,TOTAL OTHER THAN F-T,74,,35,61,68,36,16,0,0,1,64,49,23,1,0,11,365,2021
15,OTHER,3. NEW HIRES DURING FISCAL YEAR,OFFICIAL/ADM,75,,2,2,11,6,,,,,,3,1,,,,25,2021
15,OTHER,3. NEW HIRES DURING FISCAL YEAR,PROFESSIONALS,76,,12,3,8,4,13,,,,4,2,9,,,,55,2021
15,OTHER,3. NEW HIRES DURING FISCAL YEAR,TECHNICIANS,77,,4,6,9,7,3,,,1,7,16,2,,,,55,2021
15,OTHER,3. NEW HIRES DURING FISCAL YEAR,PARA-PROF,79,,14,13,12,12,6,,,,11,16,1,1,,3,89,2021
15,OTHER,3. NEW HIRES DURING FISCAL YEAR,ADMIN SUPPORT,80,,,,,,,,,,,1,,,,,1,2021
15,OTHER,3. NEW HIRES DURING FISCAL YEAR,TOTAL NEW HIRES,83,,32,24,40,29,22,0,0,1,22,38,13,1,0,3,225,2021
1,FINANCIAL ADMINISTRATION AND GENERAL CONTROL,1. FULL-TIME EMPLOYEES,OFFICIAL/ADM,6,43.0-54.9,1,0,0,0,0,0,0,0,1,2,1,0,1,0,6,2019
1,FINANCIAL ADMINISTRATION AND GENERAL CONTROL,1. FULL-TIME EMPLOYEES,OFFICIAL/ADM,7,55.0-69.9,16,22,52,17,6,0,0,4,63,29,15,0,0,3,227,2019
1,FINANCIAL ADMINISTRATION AND GENERAL CONTROL,1. FULL-TIME EMPLOYEES,OFFICIAL/ADM,8,70.0 PLUS,275,268,1479,246,378,3,1,22,1241,418,323,0,4,27,4685,2019
1,FINANCIAL ADMINISTRATION AND GENERAL CONTROL,1. FULL-TIME EMPLOYEES,PROFESSIONALS,13,33.0-42.9,6,5,11,10,9,0,0,1,8,7,5,0,0,1,63,2019
1,FINANCIAL ADMINISTRATION AND GENERAL CONTROL,1. FULL-TIME EMPLOYEES,PROFESSIONALS,14,43.0-54.9,22,24,59,49,44,0,2,4,37,47,52,1,0,5,346,2019
1,FINANCIAL ADMINISTRATION AND GENERAL CONTROL,1. FULL-TIME EMPLOYEES,PROFESSIONALS,15,55.0-69.9,83,83,179,119,94,0,1,6,161,210,112,0,1,9,1058,2019
1,FINANCIAL ADMINISTRATION AND GENERAL CONTROL,1. FULL-TIME EMPLOYEES,PROFESSIONALS,16,70.0 PLUS,216,205,1030,331,436,3,5,20,719,424,353,1,0,25,3768,2019
1,FINANCIAL ADMINISTRATION AND GENERAL CONTROL,1. FULL-TIME EMPLOYEES,TECHNICIANS,20,25.0-32.9,1,0,5,2,2,0,0,1,0,2,0,0,0,0,13,2019
1,FINANCIAL ADMINISTRATION AND GENERAL CONTROL,1. FULL-TIME EMPLOYEES,TECHNICIANS,21,33.0-42.9,19,12,29,40,10,0,0,1,19,19,10,0,1,6,166,2019
1,FINANCIAL ADMINISTRATION AND GENERAL CONTROL,1. FULL-TIME EMPLOYEES,TECHNICIANS,22,43.0-54.9,38,51,76,70,31,0,0,4,101,159,53,0,2,4,589,2019
1,FINANCIAL ADMINISTRATION AND GENERAL CONTROL,1. FULL-TIME EMPLOYEES,TECHNICIANS,23,55.0-69.9,20,32,98,38,36,0,0,3,77,70,31,0,1,1,407,2019
1,FINANCIAL ADMINISTRATION AND GENERAL CONTROL,1. FULL-TIME EMPLOYEES,TECHNICIANS,24,70.0 PLUS,19,17,53,18,14,1,1,1,38,28,9,0,0,1,200,2019
1,FINANCIAL ADMINISTRATION AND GENERAL CONTROL,1. FULL-TIME EMPLOYEES,PROTECT/SRVCS,29,33.0-42.9,50,8,19,33,28,0,2,2,3,21,0,0,0,0,166,2019
1,FINANCIAL ADMINISTRATION AND GENERAL CONTROL,1. FULL-TIME EMPLOYEES,PROTECT/SRVCS,30,43.0-54.9,62,14,36,65,28,0,0,1,4,29,1,0,0,3,243,2019
1,FINANCIAL ADMINISTRATION AND GENERAL CONTROL,1. FULL-TIME EMPLOYEES,PROTECT/SRVCS,31,55.0-69.9,39,14,55,19,7,0,1,0,4,14,3,0,0,0,156,2019
1,FINANCIAL ADMINISTRATION AND GENERAL CONTROL,1. FULL-TIME EMPLOYEES,PROTECT/SRVCS,32,70.0 PLUS,30,7,85,30,8,0,2,0,8,7,1,0,0,0,178,2019
1,FINANCIAL ADMINISTRATION AND GENERAL CONTROL,1. FULL-TIME EMPLOYEES,PARA-PROF,36,25.0-32.9,14,35,6,21,0,0,0,1,4,39,1,0,0,2,123,2019
1,FINANCIAL ADMINISTRATION AND GENERAL CONTROL,1. FULL-TIME EMPLOYEES,PARA-PROF,37,33.0-42.9,108,195,83,159,27,2,0,9,103,262,42,0,3,7,1000,2019
1,FINANCIAL ADMINISTRATION AND GENERAL CONTROL,1. FULL-TIME EMPLOYEES,PARA-PROF,38,43.0-54.9,113,164,103,91,29,0,0,4,143,159,60,0,4,7,877,2019
1,FINANCIAL ADMINISTRATION AND GENERAL CONTROL,1. FULL-TIME EMPLOYEES,PARA-PROF,39,55.0-69.9,80,117,89,58,23,0,1,2,105,143,28,0,1,8,655,2019
1,FINANCIAL ADMINISTRATION AND GENERAL CONTROL,1. FULL-TIME EMPLOYEES,PARA-PROF,40,70.0 PLUS,29,41,66,30,17,0,0,2,62,56,23,1,1,2,330,2019
1,FINANCIAL ADMINISTRATION AND GENERAL CONTROL,1. FULL-TIME EMPLOYEES,ADMIN SUPPORT,44,25.0-32.9,4,3,3,4,2,0,0,0,2,13,0,0,0,0,31,2019
1,FINANCIAL ADMINISTRATION AND GENERAL CONTROL,1. FULL-TIME EMPLOYEES,ADMIN SUPPORT,45,33.0-42.9,54,132,57,98,26,1,1,3,73,368,35,2,4,11,865,2019
1,FINANCIAL ADMINISTRATION AND GENERAL CONTROL,1. FULL-TIME EMPLOYEES,ADMIN SUPPORT,46,43.0-54.9,30,115,36,62,22,0,0,2,92,314,43,0,3,1,720,2019
1,FINANCIAL ADMINISTRATION AND GENERAL CONTROL,1. FULL-TIME EMPLOYEES,ADMIN SUPPORT,47,55.0-69.9,24,90,31,40,16,0,0,2,81,234,33,0,1,7,559,2019
1,FINANCIAL ADMINISTRATION AND GENERAL CONTROL,1. FULL-TIME EMPLOYEES,ADMIN SUPPORT,48,70.0 PLUS,13,48,11,14,6,0,0,0,64,82,9,0,0,1,248,2019
1,FINANCIAL ADMINISTRATION AND GENERAL CONTROL,1. FULL-TIME EMPLOYEES,SKILLED CRAFT,53,33.0-42.9,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,2019
9,HOUSING,NEW HIRES DURING EEO-4 FISCAL YEAR,SKILLED CRAFT,81,,2,,,4,,,,,,,,,,,6,2023
1,FINANCIAL ADMINISTRATION AND GENERAL CONTROL,1. FULL-TIME EMPLOYEES,SKILLED CRAFT,55,55.0-69.9,14,0,14,9,3,0,0,0,0,1,0,0,0,0,41,2019
1,FINANCIAL ADMINISTRATION AND GENERAL CONTROL,1. FULL-TIME EMPLOYEES,SKILLED CRAFT,56,70.0 PLUS,54,0,207,33,19,0,0,6,1,1,0,0,0,0,321,2019
1,FINANCIAL ADMINISTRATION AND GENERAL CONTROL,1. FULL-TIME EMPLOYEES,SERV/MAINT,60,25.0-32.9,15,15,6,36,3,0,1,0,1,24,1,0,2,0,104,2019
1,FINANCIAL ADMINISTRATION AND GENERAL CONTROL,1. FULL-TIME EMPLOYEES,SERV/MAINT,61,33.0-42.9,92,93,19,185,7,0,3,1,8,73,6,0,0,0,487,2019
1,FINANCIAL ADMINISTRATION AND GENERAL CONTROL,1. FULL-TIME EMPLOYEES,SERV/MAINT,62,43.0-54.9,10,5,12,24,0,0,0,0,0,9,0,0,0,0,60,2019
1,FINANCIAL ADMINISTRATION AND GENERAL CONTROL,1. FULL-TIME EMPLOYEES,SERV/MAINT,63,55.0-69.9,11,0,11,16,4,0,0,0,0,4,0,0,0,0,46,2019
1,FINANCIAL ADMINISTRATION AND GENERAL CONTROL,1. FULL-TIME EMPLOYEES,SERV/MAINT,64,70.0 PLUS,16,1,14,15,3,0,0,0,0,1,0,0,0,0,50,2019
1,FINANCIAL ADMINISTRATION AND GENERAL CONTROL,1. FULL-TIME EMPLOYEES,TOTAL FULL TIME,65,,1578,1816,4036,1982,1338,10,21,102,3223,3269,1250,5,29,131,18790,2019
1,FINANCIAL ADMINISTRATION AND GENERAL CONTROL,2. OTHER THAN FULL-TIME EMPLOYEES,OFFICIAL/ADM,66,,4,2,20,7,1,0,0,0,14,4,2,0,1,0,55,2019
1,FINANCIAL ADMINISTRATION AND GENERAL CONTROL,2. OTHER THAN FULL-TIME EMPLOYEES,PROFESSIONALS,67,,19,22,171,33,12,0,3,0,212,61,22,0,0,3,558,2019
1,FINANCIAL ADMINISTRATION AND GENERAL CONTROL,2. OTHER THAN FULL-TIME EMPLOYEES,TECHNICIANS,68,,6,12,7,2,9,0,1,1,19,12,2,0,0,0,71,2019
1,FINANCIAL ADMINISTRATION AND GENERAL CONTROL,2. OTHER THAN FULL-TIME EMPLOYEES,PARA-PROF,70,,46,63,97,54,56,0,0,7,109,81,71,1,1,10,596,2019
1,FINANCIAL ADMINISTRATION AND GENERAL CONTROL,2. OTHER THAN FULL-TIME EMPLOYEES,ADMIN SUPPORT,71,,48,32,30,80,14,0,0,7,52,99,7,0,2,3,374,2019
1,FINANCIAL ADMINISTRATION AND GENERAL CONTROL,2. OTHER THAN FULL-TIME EMPLOYEES,SKILLED CRAFT,72,,0,0,1,0,0,0,1,0,0,0,0,0,0,0,2,2019
1,FINANCIAL ADMINISTRATION AND GENERAL CONTROL,2. OTHER THAN FULL-TIME EMPLOYEES,SERV/MAINT,73,,3,1,1,4,0,0,0,0,0,12,1,0,0,0,22,2019
1,FINANCIAL ADMINISTRATION AND GENERAL CONTROL,2. OTHER THAN FULL-TIME EMPLOYEES,TOTAL OTHER THAN F-T,74,,126,132,327,180,92,0,5,15,406,269,105,1,4,16,1678,2019
1,FINANCIAL ADMINISTRATION AND GENERAL CONTROL,3. NEW HIRES DURING FISCAL YEAR,OFFICIAL/ADM,75,,71,61,222,52,53,1,0,4,224,93,82,0,0,14,877,2019
1,FINANCIAL ADMINISTRATION AND GENERAL CONTROL,3. NEW HIRES DURING FISCAL YEAR,PROFESSIONALS,76,,84,79,261,120,158,1,0,10,237,148,138,1,0,15,1252,2019
1,FINANCIAL ADMINISTRATION AND GENERAL CONTROL,3. NEW HIRES DURING FISCAL YEAR,TECHNICIANS,77,,23,52,58,34,28,0,1,8,70,69,28,0,3,6,380,2019
1,FINANCIAL ADMINISTRATION AND GENERAL CONTROL,3. NEW HIRES DURING FISCAL YEAR,PROTECT/SRVCS,78,,53,13,26,49,23,0,4,1,3,15,2,0,0,1,190,2019
1,FINANCIAL ADMINISTRATION AND GENERAL CONTROL,3. NEW HIRES DURING FISCAL YEAR,PARA-PROF,79,,164,267,229,147,124,2,1,19,302,285,164,1,3,31,1739,2019
1,FINANCIAL ADMINISTRATION AND GENERAL CONTROL,3. NEW HIRES DURING FISCAL YEAR,ADMIN SUPPORT,80,,70,119,74,98,29,0,0,16,87,262,35,0,2,9,801,2019
1,FINANCIAL ADMINISTRATION AND GENERAL CONTROL,3. NEW HIRES DURING FISCAL YEAR,SKILLED CRAFT,81,,5,0,25,7,1,0,0,1,1,0,0,0,0,0,40,2019
1,FINANCIAL ADMINISTRATION AND GENERAL CONTROL,3. NEW HIRES DURING FISCAL YEAR,SERV/MAINT,82,,20,18,6,34,2,0,0,1,0,57,1,0,2,0,141,2019
1,FINANCIAL ADMINISTRATION AND GENERAL CONTROL,3. NEW HIRES DURING FISCAL YEAR,TOTAL NEW HIRES,83,,490,609,901,541,418,4,6,60,924,929,450,2,10,76,5420,2019
3,PUBLIC WELFARE,1. FULL-TIME EMPLOYEES,OFFICIAL/ADM,7,55.0-69.9,3,3,0,3,1,0,0,0,1,4,0,0,0,2,17,2019
3,PUBLIC WELFARE,1. FULL-TIME EMPLOYEES,OFFICIAL/ADM,8,70.0 PLUS,61,129,165,167,63,0,0,3,207,417,54,0,5,7,1278,2019
3,PUBLIC WELFARE,1. FULL-TIME EMPLOYEES,PROFESSIONALS,13,33.0-42.9,77,403,39,246,71,0,2,7,162,1093,123,1,8,24,2256,2019
3,PUBLIC WELFARE,1. FULL-TIME EMPLOYEES,PROFESSIONALS,14,43.0-54.9,192,576,138,734,161,1,4,9,256,1747,126,1,22,33,4000,2019
3,PUBLIC WELFARE,1. FULL-TIME EMPLOYEES,PROFESSIONALS,15,55.0-69.9,157,549,144,570,105,1,3,7,250,2144,115,1,20,29,4095,2019
3,PUBLIC WELFARE,1. FULL-TIME EMPLOYEES,PROFESSIONALS,16,70.0 PLUS,154,326,417,460,244,1,5,7,478,1343,210,1,7,15,3668,2019
3,PUBLIC WELFARE,1. FULL-TIME EMPLOYEES,TECHNICIANS,21,33.0-42.9,6,10,5,11,5,0,0,2,8,17,6,0,0,1,71,2019
3,PUBLIC WELFARE,1. FULL-TIME EMPLOYEES,TECHNICIANS,22,43.0-54.9,17,33,15,51,19,0,0,0,12,78,7,0,1,2,235,2019
3,PUBLIC WELFARE,1. FULL-TIME EMPLOYEES,TECHNICIANS,23,55.0-69.9,34,70,36,154,12,0,1,0,15,251,7,0,1,1,582,2019
3,PUBLIC WELFARE,1. FULL-TIME EMPLOYEES,TECHNICIANS,24,70.0 PLUS,6,20,11,36,1,0,0,0,8,58,2,0,0,0,142,2019
9,HOUSING,NEW HIRES DURING EEO-4 FISCAL YEAR,SERVICE – MAINTENANCE,82,,1,,1,,,,,,,,,,,,2,2023
3,PUBLIC WELFARE,1. FULL-TIME EMPLOYEES,PROTECT/SRVCS,28,25.0-32.9,24,14,4,54,5,0,0,0,2,76,4,0,0,2,185,2019
3,PUBLIC WELFARE,1. FULL-TIME EMPLOYEES,PROTECT/SRVCS,29,33.0-42.9,29,24,7,78,6,0,3,0,2,88,1,1,1,1,241,2019
3,PUBLIC WELFARE,1. FULL-TIME EMPLOYEES,PROTECT/SRVCS,30,43.0-54.9,54,30,23,167,10,0,0,0,3,143,0,0,2,2,434,2019
3,PUBLIC WELFARE,1. FULL-TIME EMPLOYEES,PROTECT/SRVCS,31,55.0-69.9,36,11,53,36,1,0,0,0,7,10,0,0,0,0,154,2019
3,PUBLIC WELFARE,1. FULL-TIME EMPLOYEES,PROTECT/SRVCS,32,70.0 PLUS,2,1,17,2,1,0,0,0,1,0,0,0,0,0,24,2019
3,PUBLIC WELFARE,1. FULL-TIME EMPLOYEES,PARA-PROF,36,25.0-32.9,5,2,0,21,0,0,0,2,0,9,0,0,0,1,40,2019
3,PUBLIC WELFARE,1. FULL-TIME EMPLOYEES,PARA-PROF,37,33.0-42.9,51,69,7,119,12,0,1,1,11,148,7,0,1,4,431,2019
3,PUBLIC WELFARE,1. FULL-TIME EMPLOYEES,PARA-PROF,38,43.0-54.9,39,63,9,51,12,0,0,1,20,85,12,0,1,3,296,2019
3,PUBLIC WELFARE,1. FULL-TIME EMPLOYEES,PARA-PROF,39,55.0-69.9,61,139,20,121,13,0,0,6,33,315,17,0,1,10,736,2019
3,PUBLIC WELFARE,1. FULL-TIME EMPLOYEES,PARA-PROF,40,70.0 PLUS,13,39,9,24,3,1,0,2,16,54,9,0,0,1,171,2019
3,PUBLIC WELFARE,1. FULL-TIME EMPLOYEES,ADMIN SUPPORT,44,25.0-32.9,3,7,4,5,2,0,0,0,2,17,2,0,0,1,43,2019
3,PUBLIC WELFARE,1. FULL-TIME EMPLOYEES,ADMIN SUPPORT,45,33.0-42.9,20,127,18,81,17,0,0,1,46,477,41,0,4,8,840,2019
3,PUBLIC WELFARE,1. FULL-TIME EMPLOYEES,ADMIN SUPPORT,46,43.0-54.9,31,144,27,126,20,0,1,2,75,590,50,0,5,8,1079,2019
3,PUBLIC WELFARE,1. FULL-TIME EMPLOYEES,ADMIN SUPPORT,47,55.0-69.9,24,104,17,78,14,0,0,0,26,493,30,0,2,7,795,2019
3,PUBLIC WELFARE,1. FULL-TIME EMPLOYEES,ADMIN SUPPORT,48,70.0 PLUS,1,9,1,1,0,0,0,0,4,21,3,0,0,2,42,2019
3,PUBLIC WELFARE,1. FULL-TIME EMPLOYEES,SKILLED CRAFT,55,55.0-69.9,4,0,5,9,2,0,0,0,0,0,0,0,0,0,20,2019
3,PUBLIC WELFARE,1. FULL-TIME EMPLOYEES,SKILLED CRAFT,56,70.0 PLUS,17,1,80,25,7,0,0,2,1,1,0,0,0,0,134,2019
3,PUBLIC WELFARE,1. FULL-TIME EMPLOYEES,SERV/MAINT,60,25.0-32.9,2,0,1,3,0,1,0,0,0,1,0,0,0,0,8,2019
3,PUBLIC WELFARE,1. FULL-TIME EMPLOYEES,SERV/MAINT,61,33.0-42.9,9,6,3,45,3,0,0,1,0,12,0,0,0,0,79,2019
3,PUBLIC WELFARE,1. FULL-TIME EMPLOYEES,SERV/MAINT,62,43.0-54.9,13,1,11,42,4,1,0,0,0,4,0,0,1,0,77,2019
3,PUBLIC WELFARE,1. FULL-TIME EMPLOYEES,SERV/MAINT,63,55.0-69.9,9,6,3,48,2,0,0,0,0,32,1,0,0,0,101,2019
3,PUBLIC WELFARE,1. FULL-TIME EMPLOYEES,SERV/MAINT,64,70.0 PLUS,7,0,9,28,0,0,0,0,0,3,0,0,0,0,47,2019
3,PUBLIC WELFARE,1. FULL-TIME EMPLOYEES,TOTAL FULL TIME,65,,1161,2916,1298,3596,816,6,20,53,1646,9731,827,5,82,164,22321,2019
3,PUBLIC WELFARE,2. OTHER THAN FULL-TIME EMPLOYEES,PROFESSIONALS,67,,4,8,6,9,4,0,0,0,1,28,4,0,0,1,65,2019
3,PUBLIC WELFARE,2. OTHER THAN FULL-TIME EMPLOYEES,PARA-PROF,70,,5,4,2,4,1,0,0,1,3,13,3,0,0,0,36,2019
3,PUBLIC WELFARE,2. OTHER THAN FULL-TIME EMPLOYEES,ADMIN SUPPORT,71,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2019
3,PUBLIC WELFARE,2. OTHER THAN FULL-TIME EMPLOYEES,SKILLED CRAFT,72,,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2,2019
3,PUBLIC WELFARE,2. OTHER THAN FULL-TIME EMPLOYEES,SERV/MAINT,73,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2019
3,PUBLIC WELFARE,2. OTHER THAN FULL-TIME EMPLOYEES,TOTAL OTHER THAN F-T,74,,9,13,10,14,5,0,0,1,4,41,7,0,0,1,105,2019
3,PUBLIC WELFARE,3. NEW HIRES DURING FISCAL YEAR,OFFICIAL/ADM,75,,12,25,16,30,7,0,0,1,23,63,11,0,1,1,190,2019
3,PUBLIC WELFARE,3. NEW HIRES DURING FISCAL YEAR,PROFESSIONALS,76,,157,287,104,528,118,1,6,16,163,805,100,2,10,25,2322,2019
3,PUBLIC WELFARE,3. NEW HIRES DURING FISCAL YEAR,TECHNICIANS,77,,5,8,3,10,4,0,0,1,11,17,10,0,0,4,73,2019
3,PUBLIC WELFARE,3. NEW HIRES DURING FISCAL YEAR,PROTECT/SRVCS,78,,36,21,13,59,9,0,1,3,7,87,2,0,0,1,239,2019
3,PUBLIC WELFARE,3. NEW HIRES DURING FISCAL YEAR,PARA-PROF,79,,53,67,20,94,11,0,0,4,27,195,22,0,2,8,503,2019
3,PUBLIC WELFARE,3. NEW HIRES DURING FISCAL YEAR,ADMIN SUPPORT,80,,4,17,7,9,10,0,0,1,13,37,7,0,0,2,107,2019
3,PUBLIC WELFARE,3. NEW HIRES DURING FISCAL YEAR,SKILLED CRAFT,81,,2,0,12,6,1,0,0,1,0,0,0,0,0,0,22,2019
3,PUBLIC WELFARE,3. NEW HIRES DURING FISCAL YEAR,SERV/MAINT,82,,4,2,1,16,1,1,0,1,0,9,0,0,0,0,35,2019
3,PUBLIC WELFARE,3. NEW HIRES DURING FISCAL YEAR,TOTAL NEW HIRES,83,,273,427,176,752,161,2,7,28,244,1213,152,2,13,41,3491,2019
4,POLICE PROTECTION,1. FULL-TIME EMPLOYEES,OFFICIAL/ADM,7,55.0-69.9,2,3,3,3,7,0,0,0,1,7,1,0,1,0,28,2019
3,PUBLIC WELFARE,OTHER THAN FULL-TIME EMPLOYEES,PARAPROFESSIONALS,70,,2,6,2,3,7,,,2,,10,5,,,1,38,2023
4,POLICE PROTECTION,1. FULL-TIME EMPLOYEES,OFFICIAL/ADM,8,70.0 PLUS,1216,350,3699,636,513,4,24,14,381,380,51,1,20,5,7294,2019
4,POLICE PROTECTION,1. FULL-TIME EMPLOYEES,PROFESSIONALS,13,33.0-42.9,0,0,0,0,0,0,0,0,2,0,2,0,0,0,4,2019
4,POLICE PROTECTION,1. FULL-TIME EMPLOYEES,PROFESSIONALS,14,43.0-54.9,11,14,37,8,13,0,1,0,41,13,7,0,0,3,148,2019
4,POLICE PROTECTION,1. FULL-TIME EMPLOYEES,PROFESSIONALS,15,55.0-69.9,23,22,56,30,23,0,1,4,50,35,27,0,0,3,274,2019
4,POLICE PROTECTION,1. FULL-TIME EMPLOYEES,PROFESSIONALS,16,70.0 PLUS,44,39,237,46,80,0,0,2,211,89,49,0,2,2,801,2019
4,POLICE PROTECTION,1. FULL-TIME EMPLOYEES,TECHNICIANS,20,25.0-32.9,0,1,2,1,0,0,0,0,0,5,1,0,0,1,11,2019
4,POLICE PROTECTION,1. FULL-TIME EMPLOYEES,TECHNICIANS,21,33.0-42.9,9,3,7,2,0,0,1,1,1,16,0,0,0,0,40,2019
4,POLICE PROTECTION,1. FULL-TIME EMPLOYEES,TECHNICIANS,22,43.0-54.9,3,10,2,6,1,0,0,0,3,41,2,0,1,1,70,2019
4,POLICE PROTECTION,1. FULL-TIME EMPLOYEES,TECHNICIANS,23,55.0-69.9,2,3,1,4,1,0,0,0,3,34,1,0,0,0,49,2019
4,POLICE PROTECTION,1. FULL-TIME EMPLOYEES,TECHNICIANS,24,70.0 PLUS,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,2019
4,POLICE PROTECTION,1. FULL-TIME EMPLOYEES,PROTECT/SRVCS,28,25.0-32.9,78,127,17,96,54,0,0,0,21,283,33,0,0,2,711,2019
4,POLICE PROTECTION,1. FULL-TIME EMPLOYEES,PROTECT/SRVCS,29,33.0-42.9,890,625,1113,652,1012,9,10,15,326,960,166,0,8,10,5796,2019
4,POLICE PROTECTION,1. FULL-TIME EMPLOYEES,PROTECT/SRVCS,30,43.0-54.9,1288,995,1682,1151,846,0,59,8,412,2193,209,0,117,5,8965,2019
4,POLICE PROTECTION,1. FULL-TIME EMPLOYEES,PROTECT/SRVCS,31,55.0-69.9,748,269,1402,326,361,0,2,3,229,170,27,1,1,0,3539,2019
4,POLICE PROTECTION,1. FULL-TIME EMPLOYEES,PROTECT/SRVCS,32,70.0 PLUS,4213,1343,8041,2145,1178,6,58,18,929,1046,105,0,44,10,19136,2019
4,POLICE PROTECTION,1. FULL-TIME EMPLOYEES,PARA-PROF,36,25.0-32.9,0,2,0,0,0,0,0,0,0,1,0,0,0,0,3,2019
4,POLICE PROTECTION,1. FULL-TIME EMPLOYEES,PARA-PROF,37,33.0-42.9,0,0,1,1,1,0,0,0,0,4,0,0,0,1,8,2019
4,POLICE PROTECTION,1. FULL-TIME EMPLOYEES,PARA-PROF,38,43.0-54.9,0,1,3,0,3,0,0,0,0,6,1,0,0,1,15,2019
4,POLICE PROTECTION,1. FULL-TIME EMPLOYEES,PARA-PROF,39,55.0-69.9,4,3,4,0,1,0,0,0,3,6,0,0,0,0,21,2019
4,POLICE PROTECTION,1. FULL-TIME EMPLOYEES,PARA-PROF,40,70.0 PLUS,0,0,0,2,1,0,0,0,0,2,0,0,0,0,5,2019
4,POLICE PROTECTION,1. FULL-TIME EMPLOYEES,ADMIN SUPPORT,44,25.0-32.9,1,0,0,2,0,1,0,0,0,2,0,0,0,0,6,2019
4,POLICE PROTECTION,1. FULL-TIME EMPLOYEES,ADMIN SUPPORT,45,33.0-42.9,29,261,32,46,27,1,1,0,111,633,53,0,10,14,1218,2019
4,POLICE PROTECTION,1. FULL-TIME EMPLOYEES,ADMIN SUPPORT,46,43.0-54.9,29,307,35,108,36,0,1,1,213,1260,88,1,24,7,2110,2019
4,POLICE PROTECTION,1. FULL-TIME EMPLOYEES,ADMIN SUPPORT,47,55.0-69.9,8,76,10,18,7,0,1,0,70,334,23,0,12,6,565,2019
4,POLICE PROTECTION,1. FULL-TIME EMPLOYEES,ADMIN SUPPORT,48,70.0 PLUS,0,10,1,1,0,0,0,0,4,29,0,0,1,0,46,2019
4,POLICE PROTECTION,1. FULL-TIME EMPLOYEES,SKILLED CRAFT,53,33.0-42.9,20,1,12,13,7,1,3,3,0,0,0,0,0,0,60,2019
4,POLICE PROTECTION,1. FULL-TIME EMPLOYEES,SKILLED CRAFT,54,43.0-54.9,7,0,6,9,4,0,1,0,0,0,0,0,0,0,27,2019
4,POLICE PROTECTION,1. FULL-TIME EMPLOYEES,SKILLED CRAFT,55,55.0-69.9,11,0,18,10,6,0,1,0,1,0,0,0,0,0,47,2019
4,POLICE PROTECTION,1. FULL-TIME EMPLOYEES,SKILLED CRAFT,56,70.0 PLUS,62,0,309,54,49,0,1,0,0,1,0,0,0,0,476,2019
4,POLICE PROTECTION,1. FULL-TIME EMPLOYEES,SERV/MAINT,60,25.0-32.9,5,10,2,4,0,0,0,1,1,9,2,0,0,0,34,2019
4,POLICE PROTECTION,1. FULL-TIME EMPLOYEES,SERV/MAINT,61,33.0-42.9,37,65,21,50,7,0,0,0,15,91,5,0,0,1,292,2019
4,POLICE PROTECTION,1. FULL-TIME EMPLOYEES,SERV/MAINT,62,43.0-54.9,13,3,7,17,2,0,0,0,4,5,0,0,0,0,51,2019
4,POLICE PROTECTION,1. FULL-TIME EMPLOYEES,SERV/MAINT,63,55.0-69.9,1,0,6,2,0,0,0,0,0,2,0,0,0,0,11,2019
4,POLICE PROTECTION,1. FULL-TIME EMPLOYEES,SERV/MAINT,64,70.0 PLUS,8,0,11,6,4,0,0,0,0,0,0,0,0,0,29,2019
4,POLICE PROTECTION,1. FULL-TIME EMPLOYEES,TOTAL FULL TIME,65,,8762,4543,16777,5449,4244,22,165,70,3032,7661,853,3,241,72,51894,2019
4,POLICE PROTECTION,2. OTHER THAN FULL-TIME EMPLOYEES,PROFESSIONALS,67,,4,0,5,0,0,0,0,0,0,0,1,0,0,1,11,2019
4,POLICE PROTECTION,2. OTHER THAN FULL-TIME EMPLOYEES,TECHNICIANS,68,,1,1,16,0,0,0,0,0,2,1,0,0,0,0,21,2019
4,POLICE PROTECTION,2. OTHER THAN FULL-TIME EMPLOYEES,PROTECT/SRVCS,69,,118,555,77,66,69,1,0,3,207,584,91,1,6,2,1780,2019
4,POLICE PROTECTION,2. OTHER THAN FULL-TIME EMPLOYEES,PARA-PROF,70,,22,33,6,17,5,0,0,0,15,54,10,0,1,2,165,2019
